adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001097149-25-000012	1097149	ALIGN TECHNOLOGY INC	3842	US	AZ	TEMPE	85288	410 NORTH SCOTTSDALE ROAD, SUITE 1300		408-470-1000	US	AZ	TEMPE	85288	410 NORTH SCOTTSDALE ROAD, SUITE 1300		US	DE	943267295			1-LAF	1	1231	10-K	20241231	2024	FY	20250228	2025-02-28 07:04:00.0	0	1	algn-20241231_htm.xml	1	
0001097362-25-000008	1097362	SUN LIFE FINANCIAL INC	6311	CA	ON	TORONTO	M5J 0B6	SUN LIFE ASSURANCE CO OF CANADA	ONE YORK STREET	4169794800	CA	ON	TORONTO	M5J 0B6	SUN LIFE ASSURANCE CO OF CANADA	ONE YORK STREET	CA		000000000	SUN LIFE FINANCIAL SERVICES INC	20030702		0	1231	40-F	20241231	2024	FY	20250213	2025-02-12 18:41:00.0	0	1	slf-20241231_htm.xml	1	
0001099219-25-000044	1099219	METLIFE INC	6311	US	NY	NEW YORK	10166	200 PARK AVENUE		212-578-5500	US	NY	NEW YORK	10166	200 PARK AVENUE		US	DE	134075851			1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-20 19:45:00.0	0	1	met-20241231_htm.xml	1	
0001099590-25-000007	1099590	MERCADOLIBRE INC	7389	UY		MONTEVIDEO	11300	DR. LUIS BONAVITA 1294 OF. 1733 TOWER II		598-2-2927-2770	UY		MONTEVIDEO	11300	DR. LUIS BONAVITA 1294 OF. 1733 TOWER II				980212790	MERCADOLIBRE INC.	20211028	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:07:00.0	0	1	meli-20241231_htm.xml	1	
0001108426-25-000014	1108426	TXNM ENERGY INC	4911	US	NM	ALBUQUERQUE	87102-3289	414 SILVER AVE. SW		5052412700	US	NM	ALBUQUERQUE	87102-3289	414 SILVER AVE. SW	ATTN: MS 1045 - ROBERT BISCHOFF	US	NM	850019030	PNM RESOURCES INC	20010618	1-LAF	1	1231	10-K	20241231	2024	FY	20250228	2025-02-28 16:08:00.0	0	1	pnm-20241231_htm.xml	3	81023 22767
0000950170-25-031003	1042893	INNOVEX INTERNATIONAL, INC.	3533	US	TX	HUMBLE	77338	19120 KENSWICK DRIVE		3463980000	US	TX	HUMBLE	77338	19120 KENSWICK DRIVE		US	DE	742162088	DRIL-QUIP INC	19970723	1-LAF	0	1231	10-K	20241231	2024	FY	20250303	2025-03-03 17:03:00.0	0	1	invx-20241231_htm.xml	1	
0000950170-25-031056	926282	ADTRAN HOLDINGS, INC.	3661	US	AL	HUNTSVILLE	35806	901 EXPLORER BLVD		256-963-8220	US	AL	HUNTSVILLE	35806	901 EXPLORER BLVD				872164282	ADTRAN INC	19940705	2-ACC	0	1231	10-K	20241231	2024	FY	20250303	2025-03-03 17:21:00.0	0	1	adtn-20241231_htm.xml	1	
0000950170-25-031193	46195	BANK OF HAWAII CORP	6022	US	HI	HONOLULU	96813	130 MERCHANT STREET		8886433888	US	HI	HONOLULU	96813	130 MERCHANT STREET		US	DE	990148992	PACIFIC CENTURY FINANCIAL CORP	19970430	1-LAF	1	1231	10-K	20241231	2024	FY	20250304	2025-03-03 19:11:00.0	0	1	boh-20241231_htm.xml	1	
0000950170-25-031295	1402436	SS&C TECHNOLOGIES HOLDINGS INC	7372	US	CT	WINDSOR	06095	80 LAMBERTON RD		860-298-4500	US	CT	WINDSOR	06095	80 LAMBERTON RD		US	DE	710987913			1-LAF	1	1231	10-K/A	20241231	2024	FY	20250304	2025-03-03 21:59:00.0	0	1	ssnc-20241231_htm.xml	1	
0000950170-25-031309	1658551	AMYLYX PHARMACEUTICALS, INC.	2834	US	MA	CAMBRIDGE	02141	43 THORNDIKE STREET		617-683-0917	US	MA	CAMBRIDGE	02141	43 THORNDIKE STREET		US	DE	464600503			2-ACC	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 06:24:00.0	0	1	amlx-20241231_htm.xml	1	
0000950170-25-031322	1631574	WAVE LIFE SCIENCES LTD.	2834	SG		SINGAPORE	018936	7 STRAITS VIEW	#12-00, MARINA ONE EAST TOWER	617-949-2900	US	MA	CAMBRIDGE	02138	733 CONCORD AVENUE		SG		000000000	WAVE LIFE SCIENCES LTD.	20170516	2-ACC	1	1231	10-K	20241231	2024	FY	20250304	2025-03-04 07:59:00.0	0	1	wve-20241231_htm.xml	1	
0000950170-25-032037	1755237	CYCLERION THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02142	301 BINNEY STREET		617-621-7722	US	MA	CAMBRIDGE	02142	301 BINNEY STREET		US	MA	831895370			4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:15:00.0	0	1	cycn-20241231_htm.xml	1	
0000950170-25-032042	1593538	NAVIENT CORP	6211	US	VA	HERNDON	20171	13865 SUNRISE VALLEY DRIVE		703-810-3000	US	VA	HERNDON	20171	13865 SUNRISE VALLEY DRIVE		US	DE	464054283	NEW CORP	20131205	1-LAF	1	1231	10-K/A	20241231	2024	FY	20250304	2025-03-04 16:16:00.0	0	1	navi-20241231_htm.xml	1	
0000950170-25-032164	1841408	DAVE INC./DE	6199	US	CA	LOS ANGELES	90019	1265 SOUTH COCHRAN AVENUE		8448573283	US	CA	LOS ANGELES	90019	1265 SOUTH COCHRAN AVENUE				000000000	VPC IMPACT ACQUISITION HOLDINGS III, INC.	20210120	2-ACC	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:31:00.0	0	1	dave-20241231_htm.xml	1	
0000950170-25-032199	1920145	GOLDMAN SACHS PRIVATE CREDIT CORP.		US	NY	NEW YORK	10282	200 WEST STREET		212-902-0300	US	NY	NEW YORK	10282	200 WEST STREET		US	DE	000000000	GOLDMAN SACHS PRIVATE CREDIT FUND LLC	20220518	4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:37:00.0	0	1	ck0001920145-20241231_htm.xml	1	
0000950170-25-032212	2020354	WEST BAY BDC LLC		US	NY	NEW YORK	10282	200 WEST STREET		312-655-4419	US	NY	NEW YORK	10282	200 WEST STREET		US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:38:00.0	0	1	ck0002020354-20241231_htm.xml	1	
0000950170-25-032221	1772704	GOLDMAN SACHS PRIVATE MIDDLE MARKET CREDIT II LLC		US	NY	NEW YORK	10282-2198	200 WEST STREET		212-902-1000	US	NY	NEW YORK	10282-2198	200 WEST STREET		US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:39:00.0	0	1	ck0001772704-20241231_htm.xml	1	
0000950170-25-032226	1674760	SILVER CAPITAL HOLDINGS LLC		US	NY	NEW YORK	10282	200 WEST STREET		212-902-1000	US	NY	NEW YORK	10282	200 WEST STREET		US	DE	000000000	GOLDMAN SACHS PRIVATE MIDDLE MARKET CREDIT LLC	20160516	4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:40:00.0	0	1	ck0001674760-20241231_htm.xml	1	
0000950170-25-032234	1865174	GOLDMAN SACHS MIDDLE MARKET LENDING CORP. II		US	NY	NEW YORK	10282	200 WEST STREET		212-902-0300	US	NY	NEW YORK	10282	200 WEST STREET		US	DE	133575636	GOLDMAN SACHS MIDDLE MARKET LENDING LLC II	20210601	4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:41:00.0	0	1	ck0001865174-20241231_htm.xml	1	
0000950170-25-032238	1948368	PHILLIP STREET MIDDLE MARKET LENDING FUND LLC		US	NY	NEW YORK	10282-2198	200 WEST STREET		212-902-1000	US	NY	NEW YORK	10282-2198	200 WEST STREET		US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250304	2025-03-04 16:41:00.0	0	1	ck0001948368-20241231_htm.xml	1	
0000950170-25-032340	1833835	PAYSAFE LTD	7389	GB		LONDON	EC2V 7AD	2 GRESHAM STREET		4402038849226	GB		LONDON	EC2V 7AD	2 GRESHAM STREET		BM		000000000			1-LAF	1	1231	20-F	20241231	2024	FY	20250304	2025-03-04 16:59:00.0	0	1	psfe-20241231_htm.xml	1	
0000950170-25-032540	1031623	GULF ISLAND FABRICATION INC	3440	US	TX	THE WOODLANDS	77380	2170 BUCKTHORNE PL	SUITE 420	713-714-6123	US	TX	THE WOODLANDS	77380	2170 BUCKTHORNE PL	SUITE 420	US	LA	721147390			4-NON	0	1231	10-K	20241231	2024	FY	20250305	2025-03-04 17:47:00.0	0	1	gifi-20241231_htm.xml	1	
0000950170-25-033066	1808865	ITEOS THERAPEUTICS, INC.	2836	US	MA	WATERTOWN	02472	321 ARSENAL STREET	BLDG 312, FLOOR 3, SUITE 301	857-204-4583	US	MA	WATERTOWN	02472	321 ARSENAL STREET	BLDG 312, FLOOR 3, SUITE 301	US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250305	2025-03-05 07:07:00.0	0	1	itos-20241231_htm.xml	1	
0000950170-25-033072	1687221	REV GROUP, INC.	3711	US	WI	BROOKFIELD	53005	245 SOUTH EXECUTIVE DRIVE		414-290-0190	US	WI	BROOKFIELD	53005	245 SOUTH EXECUTIVE DRIVE		US	DE	263013415			1-LAF	0	1031	10-Q	20250131	2025	Q1	20250305	2025-03-05 07:15:00.0	0	1	revg-20250131_htm.xml	1	
0000950170-25-043925	1374690	LARIMAR THERAPEUTICS, INC.	2834	US	PA	BALA CYNWYD	19004	THREE BALA PLAZA EAST. SUITE 506		844-511-9056	US	PA	BALA CYNWYD	19004	THREE BALA PLAZA EAST. SUITE 506		US	DE	203857670	ZAFGEN, INC.	20100301	4-NON	0	1231	10-K	20241231	2024	FY	20250324	2025-03-24 16:52:00.0	0	1	lrmr-20241231_htm.xml	1	
0000950170-25-043943	1501796	AURA BIOSCIENCES, INC.	2836	US	MA	BOSTON	02135	80 GUEST STREET		(617)500-8864	US	MA	BOSTON	02135	80 GUEST STREET		US	DE	320271970			4-NON	0	1231	10-K	20241231	2024	FY	20250324	2025-03-24 17:01:00.0	0	1	aura-20241231_htm.xml	1	
0000950170-25-044099	1488039	ATOSSA THERAPEUTICS, INC.	2834	US	WA	SEATTLE	98125	10202 5TH AVENUE NE	SUITE 200	206.588.0256	US	WA	SEATTLE	98125	10202 5TH AVENUE NE	SUITE 200	US	DE	264753208	ATOSSA GENETICS INC	20100325	4-NON	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 08:10:00.0	0	1	atos-20241231_htm.xml	1	
0000950170-25-044350	1768446	CLIMB BIO, INC.	2834	US	MA	WELLESLEY HILLS	02481	20 WILLIAM STREET	SUITE 145	1-866-857-2596	US	MA	WELLESLEY HILLS	02481	20 WILLIAM STREET	SUITE 145	US	DE	832273741	ELIEM THERAPEUTICS, INC.	20190219	4-NON	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 16:02:00.0	0	1	clym-20241231_htm.xml	1	
0000950170-25-044366	1880438	AN2 THERAPEUTICS, INC.	2834	US	CA	MENLO PARK	94027	1800 EL CAMINO REAL, SUITE D		(650) 331-9090	US	CA	MENLO PARK	94027	1800 EL CAMINO REAL, SUITE D		US	DE	820606654			4-NON	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 16:08:00.0	0	1	antx-20241231_htm.xml	1	
0000950170-25-044398	34956	TENAX THERAPEUTICS, INC.	2834	US	NC	CHAPEL HILL	27517	101 GLEN LENNOX DRIVE	SUITE 300	919-855-2100	US	NC	CHAPEL HILL	27517	101 GLEN LENNOX DRIVE	SUITE 300	US	DE	262593535	OXYGEN BIOTHERAPEUTICS, INC.	20080703	4-NON	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 16:16:00.0	0	1	tennx-20241231_htm.xml	1	
0000950170-25-044438	1851961	GCT SEMICONDUCTOR HOLDING, INC.	3674	US	CA	SAN JOSE	95131	2290 NORTH 1ST STREET	SUITE 201	408-434-6040	US	CA	SAN JOSE	95131	2290 NORTH 1ST STREET	SUITE 201	US	DE	862171699	CONCORD ACQUISITION CORP III	20210318	4-NON	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 16:31:00.0	0	1	gcts-20241231_htm.xml	1	
0000950170-25-044443	1959568	SENIOR CREDIT INVESTMENTS, LLC		US	NY	NEW YORK	10022	520 MADISON AVENUE		212-708-2748	US	NY	NEW YORK	10022	520 MADISON AVENUE		US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 16:33:00.0	0	1	ck0001959568-20241231_htm.xml	1	
0000950170-25-044452	1959604	JEFFERIES CREDIT PARTNERS BDC INC.		US	NY	NEW YORK	10022	520 MADISON AVENUE		(212) 708-2612	US	NY	NEW YORK	10022	520 MADISON AVENUE		US	MD	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 16:35:00.0	0	1	ck0001959604-20241231_htm.xml	1	
0000950170-25-044487	1469443	ARCADIA BIOSCIENCES, INC.	1311	US		DAVIS	95618	202 COUSTEAU PLACE	SUITE 105	530-756-7077	US	CA	DAVIS	95618	202 COUSTEAU PLACE	SUITE 105	US	DE	810571538			4-NON	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 16:45:00.0	0	1	rkda-20241231_htm.xml	1	
0000950170-25-044516	1674632	BETA BIONICS, INC.	3841	US	CA	IRVINE	92618	11 HUGHES		949-427-7785	US	CA	IRVINE	92618	11 HUGHES		US	DE	475386878	BETA BIONICS, INC	20160513	4-NON	0	1231	10-K	20241231	2024	FY	20250325	2025-03-25 17:01:00.0	0	1	bbnx-20241231_htm.xml	1	
0000950170-25-044673	1578348	INVESTCORP CREDIT MANAGEMENT BDC, INC.		US	NY	NEW YORK	10017	280 PARK AVENUE	39TH FLOOR	212-388-5813	US	NY	NEW YORK	10017	280 PARK AVENUE	39TH FLOOR	US	MD	462883380	CM FINANCE INC	20130531	4-NON	0	1231	10-KT	20241231	2024	FY	20250326	2025-03-25 20:33:00.0	0	1	icmb-20241231_htm.xml	1	
0000950170-25-044775	1357874	PRECISION BIOSCIENCES INC	2836	US	NC	DURHAM	27701	302 EAST PETTIGREW STREET	SUITE A-100	919-314-5512	US	NC	DURHAM	27701	302 EAST PETTIGREW STREET	SUITE A-100	US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250326	2025-03-26 07:31:00.0	0	1	dtil-20241231_htm.xml	1	
0000950170-25-044778	2040807	METSERA, INC.	2834	US	NY	NEW YORK	10007	3 WORLD TRADE CENTER	175 GREENWICH STREET	(212) 784-6595	US	NY	NEW YORK	10007	3 WORLD TRADE CENTER	175 GREENWICH STREET	US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250326	2025-03-26 07:31:00.0	0	1	mtsr-20241231_htm.xml	1	
0000950170-25-044787	1719714	MEREO BIOPHARMA GROUP PLC	2834	GB		LONDON	W1G0QF	ONE CAVENDISH PLACE	FOURTH FLOOR	4403330237300	GB		LONDON	W1G0QF	ONE CAVENDISH PLACE	FOURTH FLOOR	GB		000000000	MEREO BIOPHARMA GROUP PLC	20171016	4-NON	0	1231	10-K	20241231	2024	FY	20250326	2025-03-26 07:45:00.0	0	1	mreo-20241231_htm.xml	1	
0000950170-25-044864	18498	GENESCO INC	5661	US	TN	NASHVILLE	37214	535 MARRIOTT DRIVE	12TH FLOOR	6153677000	US	TN	NASHVILLE	37214	535 MARRIOTT DRIVE	12TH FLOOR	US	TN	620211340			2-ACC	1	0131	10-K	20250131	2024	FY	20250326	2025-03-26 10:37:00.0	0	1	gco-20250201_htm.xml	1	
0000950170-25-045057	1911321	KENNEDY LEWIS CAPITAL CO		US	NY	NEW YORK	10281	225 LIBERTY STREET	SUITE 4210	212.782.3482	US	NY	NEW YORK	10281	225 LIBERTY STREET	SUITE 4210	US	DE	886117755	KENNEDY LEWIS CAPITAL HOLDINGS LLC	20221129	4-NON	0	1231	10-K	20241231	2024	FY	20250326	2025-03-26 14:28:00.0	0	1	ck0001911321-20241231_htm.xml	1	
0000950170-25-045186	1031235	GLOBAL SELF STORAGE, INC.	6798	US	NY	MILLBROOK	12545	3814 ROUTE 44		2127850900	US	NY	MILLBROOK	12545	3814 ROUTE 44		US	MD	133926714	SELF STORAGE GROUP, INC.	20131118	4-NON	0	1231	10-K	20241231	2024	FY	20250326	2025-03-26 16:00:00.0	0	1	self-20241231_htm.xml	1	
0000950170-25-045206	1965934	OVERLAND ADVANTAGE		US	NY	NEW YORK	10152	375 PARK AVENUE	11TH FLOOR	212-672-5088	US	NY	NEW YORK	10152	375 PARK AVENUE	11TH FLOOR	US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250326	2025-03-26 16:06:00.0	0	1	ck0001965934-20241231_htm.xml	1	
0001062993-25-005988	1852353	DAKOTA GOLD CORP.	1000	US	SD	LEAD	57754	106 GLENDALE DRIVE, SUITE A		605-717-2540	US	SD	LEAD	57754	106 GLENDALE DRIVE, SUITE A		US	DE	000000000	JR RESOURCES CORP.	20210319	4-NON	0	1231	10-K	20241231	2024	FY	20250320	2025-03-20 16:02:00.0	0	1	form10k_htm.xml	1	
0001062993-25-006062	1203464	IAMGOLD CORP	1040	CA	ON	TORONTO	M5H 1J9	150 KING STREET WEST	SUITE 2200	4163604710	CA	ON	TORONTO	M5H 1J9	150 KING STREET WEST	SUITE 2200	CA	ON	000000000				0	1231	40-F	20241231	2024	FY	20250321	2025-03-21 17:01:00.0	0	1	form40f_htm.xml	1	
0001062993-25-006145	1790169	FLORA GROWTH CORP.	2834	US	FL	FORT LAUDERDALE	33309	3230 W. COMMERCIAL BOULEVARD	SUITE 180	416-861-2267	US	FL	FORT LAUDERDALE	33309	3230 W. COMMERCIAL BOULEVARD	SUITE 180	CA	ON	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250324	2025-03-24 16:02:00.0	0	1	form10k_htm.xml	1	
0001062993-25-006332	1722387	INTEGRA RESOURCES CORP.	1040	CA	BC	VANCOUVER	V6C 3A6	1050 - 400 BURRARD STREET		(778) 873-8190	CA	BC	VANCOUVER	V6C 3A6	1050 - 400 BURRARD STREET		CA	BC	000000000			2-ACC	0	1231	40-F	20241231	2024	FY	20250326	2025-03-26 17:30:00.0	0	1	form40f_htm.xml	1	
0001062993-25-006369	1322422	HUDBAY MINERALS INC.	1000	CA	ON	TORONTO	M5J 2V5	25 YORK STREET, SUITE 800		416-362-8181	CA	ON	TORONTO	M5J 2V5	25 YORK STREET, SUITE 800				980485558	HUDBAY MINERALS INC.	20050331		0	1231	40-F	20241231	2024	FY	20250327	2025-03-27 14:35:00.0	0	1	form40f_htm.xml	1	
0001062993-25-006404	1722606	METALLA ROYALTY & STREAMING LTD.	1040	CA	BC	VANCOUVER	V6C 1X8	543 GRANVILLE STREET	SUITE 501	(604)696-0741	CA	BC	VANCOUVER	V6C 1X8	543 GRANVILLE STREET	SUITE 501	CA	BC	000000000				0	1231	40-F	20241231	2024	FY	20250327	2025-03-27 16:32:00.0	0	1	form40f_htm.xml	1	
0001062993-25-006432	1456189	LEATT CORP	3751	ZA		DURBANVILLE, WESTERN CAPE	7550	12 KIEPERSOL DRIVE, ATLAS GARDENS	CONTERMANSKLOOF ROAD	(27)21-556-5409	ZA		DURBANVILLE, WESTERN CAPE	7550	12 KIEPERSOL CRES, ATLAS GARDENS	CONTERMANSKLOOF ROAD	US	NV	202819367			4-NON	0	1231	10-K	20241231	2024	FY	20250328	2025-03-28 08:16:00.0	0	1	form10k_htm.xml	1	
0001062993-25-006466	1429937	B2GOLD CORP	1040	CA	BC	VANCOUVER	V6C 2X8	PARK PLACE	SUITE 3400 - 666 BURRARD STREET	(604) 601-2962	CA	BC	VANCOUVER	V6C 2X8	PARK PLACE	SUITE 3400 - 666 BURRARD STREET	CA	BC	000000000				0	1231	40-F	20241231	2024	FY	20250328	2025-03-28 15:11:00.0	0	1	form40f_htm.xml	1	
0001062993-25-006485	1997296	MEDICUS PHARMA LTD.	2834	US	PA	W. CONSHOHOCKEN	19428	300 CONSHOHOCKEN STATE RD.	SUITE 200	610-540-7515	US	PA	W. CONSHOHOCKEN	19428	300 CONSHOHOCKEN STATE RD.	SUITE 200	CA	ON	981778211			4-NON	0	1231	10-K	20241231	2024	FY	20250328	2025-03-28 16:02:00.0	0	1	form10k_htm.xml	1	
0001062993-25-006504	1627272	OSISKO GOLD ROYALTIES LTD	1040	CA	QC	MONTREAL	H3B 2S2	1100 AVENUE DES CANADIENS-DE-MONTREAL	SUITE 300	514-940-0670	CA	QC	MONTREAL	H3B 2S2	1100 AVENUE DES CANADIENS-DE-MONTREAL	SUITE 300	CA	QC	000000000				0	1231	40-F	20241231	2024	FY	20250328	2025-03-28 16:36:00.0	0	1	form40f_htm.xml	1	
0001062993-25-006510	1339688	LION COPPER & GOLD CORP.	1000	CA	BC	VANCOUVER	V6C 2T8	C/O #1200-750 WEST PENDER STREET		778-898-0057	CA	BC	VANCOUVER	V6C 2T8	C/O #1200-750 WEST PENDER STREET		CA	BC	000000000	QUATERRA RESOURCES INC	20050923	4-NON	0	1231	10-K	20241231	2024	FY	20250328	2025-03-28 17:01:00.0	0	1	form10k_htm.xml	1	
0001062993-25-006514	878518	TASEKO MINES LTD	1040	CA	BC	VANCOUVER	V6E 4H1	SUITE 1200	1040 WEST GEORGIA STREET	778-373-4533	CA	BC	VANCOUVER	V6E 4H1	SUITE 1200	1040 WEST GEORGIA STREET	CA	BC	000000000				0	1231	40-F	20241231	2024	FY	20250328	2025-03-28 17:08:00.0	0	1	form40f_htm.xml	1	
0001062993-25-006517	1400438	LARGO INC.	1400	CA	ON	TORONTO, ONTARIO	M5X 1G5	FIRST CANADIAN PLACE, 100 KING ST., WEST	SUITE 1600	4168619797	CA	ON	Toronto, Ontario	M5X 1G5	FIRST CANADIAN PLACE, 100 KING ST., WEST	SUITE 1600	CA	ON	000000000	LARGO RESOURCES LTD.	20070523		0	1231	40-F	20241231	2024	FY	20250328	2025-03-28 17:18:00.0	0	1	form40f_htm.xml	1	
0001062993-25-006533	711034	THUNDER MOUNTAIN GOLD INC	1000	US	ID	BOISE	83713	11770 W. PRESIDENT DR. STE F		208-658-1037	US	ID	BOISE	83713	11770 W. PRESIDENT DR. STE F		US	NV	911031075			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 06:06:00.0	0	1	form10k_htm.xml	1	
0001062993-25-006591	711034	THUNDER MOUNTAIN GOLD INC	1000	US	ID	BOISE	83713	11770 W. PRESIDENT DR. STE F		208-658-1037	US	ID	BOISE	83713	11770 W. PRESIDENT DR. STE F		US	NV	911031075			4-NON	0	1231	10-K/A	20241231	2024	FY	20250331	2025-03-31 16:28:00.0	0	1	form10ka_htm.xml	1	
0001104659-25-021813	915191	FAIRFAX FINANCIAL HOLDINGS LTD/ CAN	6331	CA	ON	TORONTO	M5J 2N7	FAIRFAX FINANCIAL HOLDINGS LTD	95 WELLINGTON ST WEST STE 800	4163674941	CA	ON	TORONTO	M5J 2N7	FAIRFAX FINANCIAL HOLDINGS LTD	95 WELLINGTON ST WEST STE 800	CA		101728897	FAIRFAX FINANCIAL HOLDINGS LTD	19931122		0	1231	40-F	20241231	2024	FY	20250307	2025-03-07 17:28:00.0	0	1	ffh-20241231x40f_htm.xml	1	
0001104659-25-022354	1867102	VERTICAL AEROSPACE LTD.	3721	GB		BRISTOL	BS2 0UW	UNIT 1 CAMWAL COURT	CHAPEL STREET	44 7799310595	GB		BRISTOL	BS2 0UW	UNIT 1 CAMWAL COURT	CHAPEL STREET	KY		000000000			2-ACC	0	1231	20-F	20241231	2024	FY	20250311	2025-03-11 06:10:00.0	0	1	evtl-20241231x20f_htm.xml	1	
0001104659-25-023694	1598655	GASLOG PARTNERS LP	4400	GR		PIRAEUS	18537	C/O GASLOG LNG SERVICES LTD.	69 AKTI MIAOULI	30 210 459 1000	GR		PIRAEUS	18537	C/O GASLOG LNG SERVICES LTD.	69 AKTI MIAOULI	MH		000000000			4-NON	0	1231	20-F	20241231	2024	FY	20250314	2025-03-14 07:03:00.0	0	1	glop-20241231x20f_htm.xml	1	
0001090872-25-000008	1090872	AGILENT TECHNOLOGIES, INC.	3826	US	CA	SANTA CLARA	95051	5301 STEVENS CREEK BLVD		(408) 345-8886	US	CA	SANTA CLARA	95052-8059	5301 STEVENS CREEK BLVD, MS 1A-LC	P.O. BOX 58059	US	DE	770518772	AGILENT TECHNOLOGIES INC	19990816	1-LAF	0	1031	10-Q	20250131	2025	Q1	20250303	2025-03-03 17:00:00.0	0	1	a-20250131_htm.xml	1	
0001090872-25-000010	1090872	AGILENT TECHNOLOGIES, INC.	3826	US	CA	SANTA CLARA	95051	5301 STEVENS CREEK BLVD		(408) 345-8886	US	CA	SANTA CLARA	95052-8059	5301 STEVENS CREEK BLVD, MS 1A-LC	P.O. BOX 58059	US	DE	770518772	AGILENT TECHNOLOGIES INC	19990816	1-LAF	0	1031	8-K	20241031			20250303	2025-03-03 17:03:00.0	0	1	a-20250303_d2_htm.xml	1	
0001091667-25-000034	1091667	CHARTER COMMUNICATIONS, INC. /MO/	4841	US	CT	STAMFORD	06902	400 WASHINGTON BLVD.		203-905-7801	US	CT	STAMFORD	06902	400 WASHINGTON BLVD.				841496755	CHARTER COMMUNICATIONS INC /MO/	19990723	1-LAF	1	1231	10-K	20241231	2024	FY	20250131	2025-01-31 07:02:00.0	0	1	chtr-20241231_htm.xml	1	
0001095073-25-000015	1095073	EVEREST GROUP, LTD.	6331	BM		HAMILTON	HM 19	SEON PLACE, 4TH FLOOR	141 FRONT STREET	4412950006	US	NJ	WARREN	07059	C/O REINSURANCE HOLDINGS INC	100 EVEREST WAY	BM		980365432	EVEREST RE GROUP LTD	20000308	1-LAF	1	1231	10-K	20241231	2024	FY	20250227	2025-02-27 16:53:00.0	0	1	eg-20241231_htm.xml	1	
0001095651-25-000006	1095651	SAFEHOLD INC.	6798	US	NY	NEW YORK	10036	1114 AVENUE OF THE AMERICAS	39TH FLOOR	2129309400	US	NY	NEW YORK	10036	1114 AVENUE OF THE AMERICAS	39TH FLOOR			956881527	ISTAR INC.	20150825	1-LAF	1	1231	10-K	20241231	2024	FY	20250206	2025-02-06 16:46:00.0	0	1	safe-20241231x10k_htm.xml	1	
0001096056-25-000015	1096056	LUXFER HOLDINGS PLC	2810	GB		MANCHESTER	M27 8LN	LUMNS LANE		441615159620	GB		MANCHESTER	M27 8LN	LUMNS LANE		GB		000000000			2-ACC	0	1231	10-K	20241231	2024	FY	20250225	2025-02-25 16:36:00.0	0	1	lxfr-20241231_htm.xml	1	
0001096343-25-000027	1096343	MARKEL GROUP INC.	6331	US	VA	GLEN ALLEN	23060-6148	4521 HIGHWOODS PARKWAY		8047470136	US	VA	GLEN ALLEN	23060	4521 HIGHWOODS PKWY		US	VA	541959284	MARKEL GROUP, INC.	20230526	1-LAF	1	1231	10-K	20241231	2024	FY	20250224	2025-02-24 16:31:00.0	0	1	mkl-20241231_htm.xml	1	
0001104657-25-000024	1104657	MATERION CORP	3460	US	OH	MAYFIELD HTS.	44124	6070 PARKLAND BLVD.		2163834931	US	OH	MAYFIELD HTS.	44124	6070 PARKLAND BLVD.		US	OH	341919973	BRUSH ENGINEERED MATERIALS INC	20000131	1-LAF	1	1231	10-K	20241231	2024	FY	20250219	2025-02-19 15:16:00.0	0	1	mtrn-20241231_htm.xml	1	
